index,answer,count
1,"시간 가는줄 모르고 숏폼, SNS 게시물을 보다가 예상보다 장시간 이용한 적이 있다",0
2,일상생활 중에 스마트폰 내 엔터 관련 앱을 보거나 실행한 경험이 다수 있다,0
3,"화장실, 식사, 기상 전후에 스마트폰을 사용하는 습관이 있다",0
4,보행이동 시 스마트폰을 보지 않으려고 주의한다,0
5,"스마트폰 내 앱을 통해 스마트폰 이용 시간, 내역을 주기적으로 확인한다",0
6,스마트폰 이용 제한 시간 혹은 제한 공간을 정하고 실천한다,0
7,알고리즘 미치는 영향을 줄이기 위해 설정을 변경하거나 사용 패턴을 조절한 적이 있다,0
8,"스마트폰 대신 종이책 읽기, 명상, 운동 등 다른 취미/스트레스 해소 활동을 찾아본적 있다",2442
