,artist,album,YYYYNN
100105,이무진,에피소드,202405
100106,aespa,Drama - The 4th Mini Album,202405
100107,너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)) OST,202405
100108,박재정,1집 Alone,202405
100109,범진,인사,202405
100300,아이유 (IU),Love wins all,202406
100301,태연 (TAEYEON),To. X - The 5th Mini Album,202406
100302,임재현,비의 랩소디,202406
100303,LE SSERAFIM (르세라핌),Perfect Night,202406
100304,RIIZE,Love 119,202406
100305,이무진,에피소드,202406
100306,aespa,Drama - The 4th Mini Album,202406
100307,너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)) OST,202406
100308,박재정,1집 Alone,202406
100309,TWS (투어스),1st Mini Album `Sparkling Blue`,202406
100500,아이유 (IU),Love wins all,202407
100501,태연 (TAEYEON),To. X - The 5th Mini Album,202407
100502,TWS (투어스),1st Mini Album `Sparkling Blue`,202407
100503,임재현,비의 랩소디,202407
100504,LE SSERAFIM (르세라핌),Perfect Night,202407
100505,RIIZE,Love 119,202407
100506,이무진,에피소드,202407
100507,너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)) OST,202407
100508,aespa,Drama - The 4th Mini Album,202407
100509,i-dle (아이들),2,202407
100700,비비(BIBI),밤양갱,202408
100701,아이유 (IU),Love wins all,202408
100702,TWS (투어스),1st Mini Album `Sparkling Blue`,202408
100703,태연 (TAEYEON),To. X - The 5th Mini Album,202408
100704,임재현,비의 랩소디,202408
100705,아이유 (IU),The Winning,202408
100706,아이유 (IU),The Winning,202408
100707,LE SSERAFIM (르세라핌),Perfect Night,202408
100708,RIIZE,Love 119,202408
100709,LE SSERAFIM (르세라핌),EASY,202408
100900,비비(BIBI),밤양갱,202409
100901,아이유 (IU),Love wins all,202409
100902,TWS (투어스),1st Mini Album `Sparkling Blue`,202409
100903,LE SSERAFIM (르세라핌),EASY,202409
100904,태연 (TAEYEON),To. X - The 5th Mini Album,202409
100905,PLAVE,ASTERUM : 134-1,202409
100906,아이유 (IU),The Winning,202409
100907,임재현,비의 랩소디,202409
100908,LE SSERAFIM (르세라핌),Perfect Night,202409
100909,RIIZE,Love 119,202409
101100,비비(BIBI),밤양갱,202410
101101,TWS (투어스),1st Mini Album `Sparkling Blue`,202410
101102,LE SSERAFIM (르세라핌),EASY,202410
101103,아이유 (IU),Love wins all,202410
101104,i-dle (아이들),2,202410
101105,태연 (TAEYEON),To. X - The 5th Mini Album,202410
101106,임재현,비의 랩소디,202410
101107,아이유 (IU),The Winning,202410
101108,LE SSERAFIM (르세라핌),Perfect Night,202410
101109,RIIZE,Love 119,202410
101300,비비(BIBI),밤양갱,202411
101301,TWS (투어스),1st Mini Album `Sparkling Blue`,202411
101302,i-dle (아이들),2,202411
101303,LE SSERAFIM (르세라핌),EASY,202411
101304,아이유 (IU),Love wins all,202411
101305,태연 (TAEYEON),To. X - The 5th Mini Album,202411
101306,임재현,비의 랩소디,202411
101307,아이유 (IU),The Winning,202411
101308,LE SSERAFIM (르세라핌),Perfect Night,202411
101309,RIIZE,Love 119,202411
101500,i-dle (아이들),2,202412
101501,비비(BIBI),밤양갱,202412
101502,TWS (투어스),1st Mini Album `Sparkling Blue`,202412
101503,LE SSERAFIM (르세라핌),EASY,202412
101504,아이유 (IU),Love wins all,202412
101505,태연 (TAEYEON),To. X - The 5th Mini Album,202412
101506,임재현,비의 랩소디,202412
101507,LE SSERAFIM (르세라핌),EASY,202412
101508,LE SSERAFIM (르세라핌),Perfect Night,202412
101509,너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)) OST,202412
101700,i-dle (아이들),2,202413
101701,비비(BIBI),밤양갱,202413
101702,NCT DREAM,DREAM( )SCAPE,202413
101703,TWS (투어스),1st Mini Album `Sparkling Blue`,202413
101704,LE SSERAFIM (르세라핌),EASY,202413
101705,아이유 (IU),Love wins all,202413
101706,태연 (TAEYEON),To. X - The 5th Mini Album,202413
101707,임재현,비의 랩소디,202413
101708,LE SSERAFIM (르세라핌),EASY,202413
101709,이창섭,천상연 (웹툰 `선녀외전` X 이창섭 (LEE CHANGSUB)) OST,202413
101900,i-dle (아이들),2,202414
101901,아일릿(ILLIT),SUPER REAL ME,202414
101902,TWS (투어스),1st Mini Album `Sparkling Blue`,202414
101903,비비(BIBI),밤양갱,202414
101904,LE SSERAFIM (르세라핌),EASY,202414
101905,아이유 (IU),Love wins all,202414
101906,태연 (TAEYEON),To. X - The 5th Mini Album,202414
101907,LE SSERAFIM (르세라핌),EASY,202414
101908,이창섭,천상연 (웹툰 `선녀외전` X 이창섭 (LEE CHANGSUB)) OST,202414
101909,임재현,비의 랩소디,202414
102100,아일릿(ILLIT),SUPER REAL ME,202415
102101,i-dle (아이들),2,202415
102102,TWS (투어스),1st Mini Album `Sparkling Blue`,202415
102103,비비(BIBI),밤양갱,202415
102104,LE SSERAFIM (르세라핌),EASY,202415
102105,아이유 (IU),Love wins all,202415
102106,이창섭,천상연 (웹툰 `선녀외전` X 이창섭 (LEE CHANGSUB)) OST,202415
102107,LE SSERAFIM (르세라핌),EASY,202415
102108,태연 (TAEYEON),To. X - The 5th Mini Album,202415
102109,DAY6,The Book of Us : Gravity,202415
102300,아일릿(ILLIT),SUPER REAL ME,202416
102301,i-dle (아이들),2,202416
102302,TWS (투어스),1st Mini Album `Sparkling Blue`,202416
102303,비비(BIBI),밤양갱,202416
102304,아이유 (IU),Love wins all,202416
102305,이창섭,천상연 (웹툰 `선녀외전` X 이창섭 (LEE CHANGSUB)) OST,202416
102306,LE SSERAFIM (르세라핌),EASY,202416
102307,DAY6,Every DAY6 February,202416
102308,DAY6,The Book of Us : Gravity,202416
102309,QWER,1st Mini Album `MANITO`,202416
102500,아일릿(ILLIT),SUPER REAL ME,202417
102501,i-dle (아이들),2,202417
102502,TWS (투어스),1st Mini Album `Sparkling Blue`,202417
102503,QWER,1st Mini Album `MANITO`,202417
102504,도영 (DOYOUNG),청춘의 포말 (YOUTH) - The 1st Album,202417
102505,비비(BIBI),밤양갱,202417
102506,이찬원,bright;燦,202417
102507,크러쉬 (CRUSH),눈물의 여왕 OST Part.4,202417
102508,이창섭,천상연 (웹툰 `선녀외전` X 이창섭 (LEE CHANGSUB)) OST,202417
102509,아이유 (IU),Love wins all,202417
102700,세븐틴,BEST ALBUM `17 IS RIGHT HERE`,202418
102701,지코 (ZICO),SPOT!,202418
102702,아일릿(ILLIT),SUPER REAL ME,202418
102703,i-dle (아이들),2,202418
102704,QWER,1st Mini Album `MANITO`,202418
102705,크러쉬 (CRUSH),눈물의 여왕 OST Part.4,202418
102706,TWS (투어스),1st Mini Album `Sparkling Blue`,202418
102707,IVE (아이브),IVE SWITCH,202418
102708,비비(BIBI),밤양갱,202418
102709,BABYMONSTER,BABYMONS7ER,202418
102900,임영웅,온기,202419
102901,임영웅,온기,202419
102902,지코 (ZICO),SPOT!,202419
102903,아일릿(ILLIT),SUPER REAL ME,202419
102904,IVE (아이브),IVE SWITCH,202419
102905,i-dle (아이들),2,202419
102906,크러쉬 (CRUSH),눈물의 여왕 OST Part.4,202419
102907,QWER,1st Mini Album `MANITO`,202419
102908,TWS (투어스),1st Mini Album `Sparkling Blue`,202419
102909,BABYMONSTER,BABYMONS7ER,202419
103100,지코 (ZICO),SPOT!,202420
103101,IVE (아이브),IVE SWITCH,202420
103102,아일릿(ILLIT),SUPER REAL ME,202420
103103,임영웅,온기,202420
103104,QWER,1st Mini Album `MANITO`,202420
103105,임영웅,온기,202420
103106,i-dle (아이들),2,202420
103107,aespa,Armageddon - The 1st Album,202420
103108,크러쉬 (CRUSH),눈물의 여왕 OST Part.4,202420
103109,TWS (투어스),1st Mini Album `Sparkling Blue`,202420
103300,aespa,Armageddon - The 1st Album,202421
103301,지코 (ZICO),SPOT!,202421
103302,IVE (아이브),IVE SWITCH,202421
103303,아일릿(ILLIT),SUPER REAL ME,202421
103304,QWER,1st Mini Album `MANITO`,202421
103305,이클립스,선재 업고 튀어 OST Part 1,202421
103306,i-dle (아이들),2,202421
103307,크러쉬 (CRUSH),눈물의 여왕 OST Part.4,202421
103308,TWS (투어스),1st Mini Album `Sparkling Blue`,202421
103309,BABYMONSTER,BABYMONS7ER,202421
103500,aespa,Armageddon - The 1st Album,202422
103501,NewJeans,How Sweet,202422
103502,NewJeans,How Sweet,202422
103503,지코 (ZICO),SPOT!,202422
103504,이클립스,선재 업고 튀어 OST Part 1,202422
103505,IVE (아이브),IVE SWITCH,202422
103506,아일릿(ILLIT),SUPER REAL ME,202422
103507,QWER,1st Mini Album `MANITO`,202422
103508,aespa,Armageddon - The 1st Album,202422
103509,i-dle (아이들),2,202422
103700,aespa,Armageddon - The 1st Album,202423
103701,NewJeans,How Sweet,202423
103702,NewJeans,How Sweet,202423
103703,이클립스,선재 업고 튀어 OST Part 1,202423
103704,aespa,Armageddon - The 1st Album,202423
103705,지코 (ZICO),SPOT!,202423
103706,IVE (아이브),IVE SWITCH,202423
103707,아일릿(ILLIT),SUPER REAL ME,202423
103708,QWER,1st Mini Album `MANITO`,202423
103709,i-dle (아이들),2,202423
103900,aespa,Armageddon - The 1st Album,202424
103901,NewJeans,How Sweet,202424
103902,NewJeans,How Sweet,202424
103903,aespa,Armageddon - The 1st Album,202424
103904,이클립스,선재 업고 튀어 OST Part 1,202424
103905,IVE (아이브),IVE SWITCH,202424
103906,QWER,1st Mini Album `MANITO`,202424
103907,지코 (ZICO),SPOT!,202424
103908,아일릿(ILLIT),SUPER REAL ME,202424
103909,i-dle (아이들),2,202424
104100,aespa,Armageddon - The 1st Album,202425
104101,NewJeans,How Sweet,202425
104102,NewJeans,How Sweet,202425
104103,aespa,Armageddon - The 1st Album,202425
104104,이클립스,선재 업고 튀어 OST Part 1,202425
104105,QWER,1st Mini Album `MANITO`,202425
104106,IVE (아이브),IVE SWITCH,202425
104107,아일릿(ILLIT),SUPER REAL ME,202425
104108,지코 (ZICO),SPOT!,202425
104109,i-dle (아이들),2,202425
104300,이영지,16 Fantasy,202426
104301,aespa,Armageddon - The 1st Album,202426
104302,NewJeans,How Sweet,202426
104303,aespa,Armageddon - The 1st Album,202426
104304,NewJeans,How Sweet,202426
104305,이클립스,선재 업고 튀어 OST Part 1,202426
104306,QWER,1st Mini Album `MANITO`,202426
104307,아일릿(ILLIT),SUPER REAL ME,202426
104308,IVE (아이브),IVE SWITCH,202426
104309,지코 (ZICO),SPOT!,202426
104500,이영지,16 Fantasy,202427
104501,aespa,Armageddon - The 1st Album,202427
104502,NewJeans,How Sweet,202427
104503,이클립스,선재 업고 튀어 OST Part 1,202427
104504,aespa,Armageddon - The 1st Album,202427
104505,NewJeans,How Sweet,202427
104506,QWER,1st Mini Album `MANITO`,202427
104507,아일릿(ILLIT),SUPER REAL ME,202427
104508,IVE (아이브),IVE SWITCH,202427
104509,지코 (ZICO),SPOT!,202427
104700,aespa,Armageddon - The 1st Album,202428
104701,이영지,16 Fantasy,202428
104702,NewJeans,How Sweet,202428
104703,이클립스,선재 업고 튀어 OST Part 1,202428
104704,aespa,Armageddon - The 1st Album,202428
104705,NewJeans,How Sweet,202428
104706,QWER,1st Mini Album `MANITO`,202428
104707,DAY6,The Book of Us : Gravity,202428
104708,KISS OF LIFE,Sticky,202428
104709,아일릿(ILLIT),SUPER REAL ME,202428
104900,aespa,Armageddon - The 1st Album,202429
104901,이영지,16 Fantasy,202429
104902,NewJeans,How Sweet,202429
104903,KISS OF LIFE,Sticky,202429
104904,이클립스,선재 업고 튀어 OST Part 1,202429
104905,aespa,Armageddon - The 1st Album,202429
104906,NewJeans,How Sweet,202429
104907,QWER,1st Mini Album `MANITO`,202429
104908,DAY6,The Book of Us : Gravity,202429
104909,i-dle (아이들),I SWAY,202429
105100,aespa,Armageddon - The 1st Album,202430
105101,이영지,16 Fantasy,202430
105102,NewJeans,How Sweet,202430
105103,KISS OF LIFE,Sticky,202430
105104,i-dle (아이들),I SWAY,202430
105105,이클립스,선재 업고 튀어 OST Part 1,202430
105106,aespa,Armageddon - The 1st Album,202430
105107,NewJeans,How Sweet,202430
105108,DAY6,The Book of Us : Gravity,202430
105109,QWER,1st Mini Album `MANITO`,202430
105300,NCT 127,WALK - The 6th Album,202431
105301,aespa,Armageddon - The 1st Album,202431
105302,NewJeans,How Sweet,202431
105303,이영지,16 Fantasy,202431
105304,KISS OF LIFE,Sticky,202431
105305,i-dle (아이들),I SWAY,202431
105306,aespa,Armageddon - The 1st Album,202431
105307,이클립스,선재 업고 튀어 OST Part 1,202431
105308,DAY6,The Book of Us : Gravity,202431
105309,QWER,1st Mini Album `MANITO`,202431
105500,aespa,Armageddon - The 1st Album,202432
105501,NewJeans,How Sweet,202432
105502,KISS OF LIFE,Sticky,202432
105503,i-dle (아이들),I SWAY,202432
105504,이영지,16 Fantasy,202432
105505,DAY6,The Book of Us : Gravity,202432
105506,이클립스,선재 업고 튀어 OST Part 1,202432
105507,aespa,Armageddon - The 1st Album,202432
105508,QWER,1st Mini Album `MANITO`,202432
105509,NewJeans,How Sweet,202432
105700,aespa,Armageddon - The 1st Album,202433
105701,프로미스나인 (fromis_9),Supersonic,202433
105702,NewJeans,How Sweet,202433
105703,i-dle (아이들),I SWAY,202433
105704,KISS OF LIFE,Sticky,202433
105705,이영지,16 Fantasy,202433
105706,DAY6,The Book of Us : Gravity,202433
105707,이클립스,선재 업고 튀어 OST Part 1,202433
105708,aespa,Armageddon - The 1st Album,202433
105709,QWER,1st Mini Album `MANITO`,202433
105900,PLAVE,Pump Up The Volume!,202434
105901,aespa,Armageddon - The 1st Album,202434
105902,NewJeans,How Sweet,202434
105903,i-dle (아이들),I SWAY,202434
105904,KISS OF LIFE,Sticky,202434
105905,이영지,16 Fantasy,202434
105906,DAY6,The Book of Us : Gravity,202434
105907,태민 (TAEMIN),ETERNAL,202434
105908,이클립스,선재 업고 튀어 OST Part 1,202434
105909,aespa,Armageddon - The 1st Album,202434
106100,aespa,Armageddon - The 1st Album,202435
106101,NewJeans,How Sweet,202435
106102,i-dle (아이들),I SWAY,202435
106103,재현 (JAEHYUN),J - The 1st Album,202435
106104,KISS OF LIFE,Sticky,202435
106105,이영지,16 Fantasy,202435
106106,DAY6,The Book of Us : Gravity,202435
106107,이클립스,선재 업고 튀어 OST Part 1,202435
106108,DAY6,Fourever,202435
106109,aespa,Armageddon - The 1st Album,202435
106300,DAY6,Band Aid,202436
106301,온유 (ONEW),FLOW,202436
106302,aespa,Armageddon - The 1st Album,202436
106303,NewJeans,How Sweet,202436
106304,i-dle (아이들),I SWAY,202436
106305,DAY6,The Book of Us : Gravity,202436
106306,DAY6,Fourever,202436
106307,KISS OF LIFE,Sticky,202436
106308,이영지,16 Fantasy,202436
106309,DAY6,Fourever,202436
106500,DAY6,Fourever,202437
106501,DAY6,Band Aid,202437
106502,aespa,Armageddon - The 1st Album,202437
106503,DAY6,Fourever,202437
106504,DAY6,The Book of Us : Gravity,202437
106505,NewJeans,How Sweet,202437
106506,i-dle (아이들),I SWAY,202437
106507,KISS OF LIFE,Sticky,202437
106508,이영지,16 Fantasy,202437
106509,이클립스,선재 업고 튀어 OST Part 1,202437
106700,DAY6,Fourever,202438
106701,aespa,Armageddon - The 1st Album,202438
106702,DAY6,Fourever,202438
106703,DAY6,The Book of Us : Gravity,202438
106704,DAY6,Band Aid,202438
106705,NewJeans,How Sweet,202438
106706,이영지,16 Fantasy,202438
106707,i-dle (아이들),I SWAY,202438
106708,KISS OF LIFE,Sticky,202438
106709,이클립스,선재 업고 튀어 OST Part 1,202438
106900,DAY6,Fourever,202439
106901,키 (KEY),Pleasure Shop - The 3rd Mini Album,202439
106902,DAY6,Fourever,202439
106903,aespa,Armageddon - The 1st Album,202439
106904,DAY6,The Book of Us : Gravity,202439
106905,DAY6,Band Aid,202439
106906,NewJeans,How Sweet,202439
106907,DAY6,Every DAY6 February,202439
106908,이클립스,선재 업고 튀어 OST Part 1,202439
106909,이영지,16 Fantasy,202439
107100,DAY6,Fourever,202440
107101,QWER,2nd Mini Album `Algorithm`s Blossom`,202440
107102,DAY6,Fourever,202440
107103,프로미스나인 (fromis_9),Supersonic,202440
107104,DAY6,The Book of Us : Gravity,202440
107105,aespa,Armageddon - The 1st Album,202440
107106,DAY6,Band Aid,202440
107107,NewJeans,How Sweet,202440
107108,DAY6,Every DAY6 February,202440
107109,이클립스,선재 업고 튀어 OST Part 1,202440
107300,DAY6,Fourever,202441
107301,QWER,2nd Mini Album `Algorithm`s Blossom`,202441
107302,DAY6,Fourever,202441
107303,DAY6,The Book of Us : Gravity,202441
107304,aespa,Armageddon - The 1st Album,202441
107305,aespa,SYNK : PARALLEL LINE - Special Digital Single,202441
107306,프로미스나인 (fromis_9),Supersonic,202441
107307,DAY6,Band Aid,202441
107308,NewJeans,How Sweet,202441
107309,DAY6,Every DAY6 February,202441
107500,세븐틴,12th Mini Album `SPILL THE FEELS`,202442
107501,aespa,SYNK : PARALLEL LINE - Special Digital Single,202442
107502,DAY6,Fourever,202442
107503,QWER,2nd Mini Album `Algorithm`s Blossom`,202442
107504,제니 (JENNIE),Mantra,202442
107505,DAY6,Fourever,202442
107506,DAY6,The Book of Us : Gravity,202442
107507,aespa,Armageddon - The 1st Album,202442
107508,AKMU (악뮤),항해,202442
107509,PLAVE,나의 해리에게 OST Part.4,202442
107700,"로제 (ROSE), Bruno Mars",APT.,202443
107701,aespa,SYNK : PARALLEL LINE - Special Digital Single,202443
107702,제니 (JENNIE),Mantra,202443
107703,aespa,Whiplash - The 5th Mini Album,202443
107704,DAY6,Fourever,202443
107705,QWER,2nd Mini Album `Algorithm`s Blossom`,202443
107706,DAY6,Fourever,202443
107707,aespa,Armageddon - The 1st Album,202443
107708,AKMU (악뮤),항해,202443
107709,DAY6,The Book of Us : Gravity,202443
107900,"로제 (ROSE), Bruno Mars",APT.,202444
107901,aespa,Whiplash - The 5th Mini Album,202444
107902,aespa,SYNK : PARALLEL LINE - Special Digital Single,202444
107903,DAY6,Fourever,202444
107904,제니 (JENNIE),Mantra,202444
107905,G-Dragon,POWER,202444
107906,QWER,2nd Mini Album `Algorithm`s Blossom`,202444
107907,aespa,Armageddon - The 1st Album,202444
107908,DAY6,Fourever,202444
107909,AKMU (악뮤),항해,202444
108100,"로제 (ROSE), Bruno Mars",APT.,202445
108101,aespa,Whiplash - The 5th Mini Album,202445
108102,G-Dragon,POWER,202445
108103,aespa,SYNK : PARALLEL LINE - Special Digital Single,202445
108104,DAY6,Fourever,202445
108105,제니 (JENNIE),Mantra,202445
108106,QWER,2nd Mini Album `Algorithm`s Blossom`,202445
108107,DAY6,Fourever,202445
108108,aespa,Armageddon - The 1st Album,202445
108109,DAY6,The Book of Us : Gravity,202445
108300,"로제 (ROSE), Bruno Mars",APT.,202446
108301,aespa,Whiplash - The 5th Mini Album,202446
108302,G-Dragon,POWER,202446
108303,aespa,SYNK : PARALLEL LINE - Special Digital Single,202446
108304,DAY6,Fourever,202446
108305,제니 (JENNIE),Mantra,202446
108306,QWER,2nd Mini Album `Algorithm`s Blossom`,202446
108307,NCT DREAM,DREAMSCAPE,202446
108308,DAY6,Fourever,202446
108309,aespa,Armageddon - The 1st Album,202446
108500,"로제 (ROSE), Bruno Mars",APT.,202447
108501,aespa,Whiplash - The 5th Mini Album,202447
108502,aespa,SYNK : PARALLEL LINE - Special Digital Single,202447
108503,G-Dragon,POWER,202447
108504,DAY6,Fourever,202447
108505,황가람,나는 반딧불,202447
108506,QWER,2nd Mini Album `Algorithm`s Blossom`,202447
108507,제니 (JENNIE),Mantra,202447
108508,DAY6,Fourever,202447
108509,aespa,Armageddon - The 1st Album,202447
108700,"로제 (ROSE), Bruno Mars",APT.,202448
108701,G-Dragon,HOME SWEET HOME,202448
108702,aespa,Whiplash - The 5th Mini Album,202448
108703,G-Dragon,POWER,202448
108704,황가람,나는 반딧불,202448
108705,aespa,SYNK : PARALLEL LINE - Special Digital Single,202448
108706,DAY6,Fourever,202448
108707,EXO,겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,202448
108708,QWER,2nd Mini Album `Algorithm`s Blossom`,202448
108709,제니 (JENNIE),Mantra,202448
108900,G-Dragon,HOME SWEET HOME,202449
108901,"로제 (ROSE), Bruno Mars",APT.,202449
108902,aespa,Whiplash - The 5th Mini Album,202449
108903,G-Dragon,POWER,202449
108904,황가람,나는 반딧불,202449
108905,aespa,SYNK : PARALLEL LINE - Special Digital Single,202449
108906,DAY6,Fourever,202449
108907,EXO,겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,202449
108908,QWER,2nd Mini Album `Algorithm`s Blossom`,202449
108909,aespa,Armageddon - The 1st Album,202449
109100,"로제 (ROSE), Bruno Mars",APT.,202450
109101,G-Dragon,HOME SWEET HOME,202450
109102,aespa,Whiplash - The 5th Mini Album,202450
109103,로제 (ROSE),rosie,202450
109104,황가람,나는 반딧불,202450
109105,G-Dragon,POWER,202450
109106,aespa,SYNK : PARALLEL LINE - Special Digital Single,202450
109107,DAY6,Fourever,202450
109108,EXO,겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,202450
109109,재쓰비 (JAESSBEE),너와의 모든 지금,202450
109300,"로제 (ROSE), Bruno Mars",APT.,202451
109301,G-Dragon,HOME SWEET HOME,202451
109302,aespa,Whiplash - The 5th Mini Album,202451
109303,로제 (ROSE),rosie,202451
109304,황가람,나는 반딧불,202451
109305,G-Dragon,POWER,202451
109306,DAY6,Fourever,202451
109307,EXO,겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,202451
109308,aespa,SYNK : PARALLEL LINE - Special Digital Single,202451
109309,재쓰비 (JAESSBEE),너와의 모든 지금,202451
109500,"로제 (ROSE), Bruno Mars",APT.,202452
109501,G-Dragon,HOME SWEET HOME,202452
109502,aespa,Whiplash - The 5th Mini Album,202452
109503,로제 (ROSE),rosie,202452
109504,황가람,나는 반딧불,202452
109505,EXO,겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,202452
109506,G-Dragon,POWER,202452
109507,재쓰비 (JAESSBEE),너와의 모든 지금,202452
109508,DAY6,Fourever,202452
109509,aespa,SYNK : PARALLEL LINE - Special Digital Single,202452
109700,"로제 (ROSE), Bruno Mars",APT.,202501
109701,G-Dragon,HOME SWEET HOME,202501
109702,aespa,Whiplash - The 5th Mini Album,202501
109703,황가람,나는 반딧불,202501
109704,로제 (ROSE),rosie,202501
109705,DAY6,Fourever,202501
109706,재쓰비 (JAESSBEE),너와의 모든 지금,202501
109707,G-Dragon,POWER,202501
109708,aespa,SYNK : PARALLEL LINE - Special Digital Single,202501
109709,WOODZ (조승연),OO-LI,202501
109900,G-Dragon,HOME SWEET HOME,202502
109901,"로제 (ROSE), Bruno Mars",APT.,202502
109902,aespa,Whiplash - The 5th Mini Album,202502
109903,황가람,나는 반딧불,202502
109904,로제 (ROSE),rosie,202502
109905,DAY6,Fourever,202502
109906,재쓰비 (JAESSBEE),너와의 모든 지금,202502
109907,WOODZ (조승연),OO-LI,202502
109908,G-Dragon,POWER,202502
109909,aespa,SYNK : PARALLEL LINE - Special Digital Single,202502
110100,G-Dragon,HOME SWEET HOME,202503
110101,"로제 (ROSE), Bruno Mars",APT.,202503
110102,aespa,Whiplash - The 5th Mini Album,202503
110103,황가람,나는 반딧불,202503
110104,로제 (ROSE),rosie,202503
110105,DAY6,Fourever,202503
110106,WOODZ (조승연),OO-LI,202503
110107,재쓰비 (JAESSBEE),너와의 모든 지금,202503
110108,G-Dragon,POWER,202503
110109,IVE (아이브),IVE EMPATHY,202503
110300,G-Dragon,HOME SWEET HOME,202504
110301,"로제 (ROSE), Bruno Mars",APT.,202504
110302,aespa,Whiplash - The 5th Mini Album,202504
110303,IVE (아이브),IVE EMPATHY,202504
110304,황가람,나는 반딧불,202504
110305,로제 (ROSE),rosie,202504
110306,WOODZ (조승연),OO-LI,202504
110307,DAY6,Fourever,202504
110308,BOYNEXTDOOR,오늘만 I LOVE YOU,202504
110309,재쓰비 (JAESSBEE),너와의 모든 지금,202504
110500,G-Dragon,HOME SWEET HOME,202505
110501,"로제 (ROSE), Bruno Mars",APT.,202505
110502,aespa,Whiplash - The 5th Mini Album,202505
110503,IVE (아이브),IVE EMPATHY,202505
110504,황가람,나는 반딧불,202505
110505,로제 (ROSE),rosie,202505
110506,WOODZ (조승연),OO-LI,202505
110507,BOYNEXTDOOR,오늘만 I LOVE YOU,202505
110508,DAY6,Fourever,202505
110509,BABYMONSTER,DRIP,202505
110700,G-Dragon,HOME SWEET HOME,202506
110701,IVE (아이브),IVE EMPATHY,202506
110702,PLAVE,`Caligo Pt.1`,202506
110703,황가람,나는 반딧불,202506
110704,aespa,Whiplash - The 5th Mini Album,202506
110705,"로제 (ROSE), Bruno Mars",APT.,202506
110706,로제 (ROSE),rosie,202506
110707,WOODZ (조승연),OO-LI,202506
110708,BOYNEXTDOOR,오늘만 I LOVE YOU,202506
110709,DAY6,Fourever,202506
110900,IVE (아이브),IVE EMPATHY,202507
110901,황가람,나는 반딧불,202507
110902,G-Dragon,HOME SWEET HOME,202507
110903,aespa,Whiplash - The 5th Mini Album,202507
110904,"로제 (ROSE), Bruno Mars",APT.,202507
110905,BOYNEXTDOOR,오늘만 I LOVE YOU,202507
110906,WOODZ (조승연),OO-LI,202507
110907,IVE (아이브),IVE EMPATHY,202507
110908,로제 (ROSE),rosie,202507
110909,DAY6,Fourever,202507
111100,IVE (아이브),IVE EMPATHY,202508
111101,황가람,나는 반딧불,202508
111102,G-Dragon,HOME SWEET HOME,202508
111103,aespa,Whiplash - The 5th Mini Album,202508
111104,"로제 (ROSE), Bruno Mars",APT.,202508
111105,WOODZ (조승연),OO-LI,202508
111106,IVE (아이브),IVE EMPATHY,202508
111107,BOYNEXTDOOR,오늘만 I LOVE YOU,202508
111108,로제 (ROSE),rosie,202508
111109,DAY6,Fourever,202508
111300,G-Dragon,Ubermensch,202509
111301,IVE (아이브),IVE EMPATHY,202509
111302,G-Dragon,HOME SWEET HOME,202509
111303,황가람,나는 반딧불,202509
111304,aespa,Whiplash - The 5th Mini Album,202509
111305,조째즈,모르시나요,202509
111306,"로제 (ROSE), Bruno Mars",APT.,202509
111307,WOODZ (조승연),OO-LI,202509
111308,BOYNEXTDOOR,오늘만 I LOVE YOU,202509
111309,IVE (아이브),IVE EMPATHY,202509
111500,G-Dragon,Ubermensch,202510
111501,조째즈,모르시나요,202510
111502,G-Dragon,HOME SWEET HOME,202510
111503,IVE (아이브),IVE EMPATHY,202510
111504,황가람,나는 반딧불,202510
111505,aespa,Whiplash - The 5th Mini Album,202510
111506,WOODZ (조승연),OO-LI,202510
111507,"로제 (ROSE), Bruno Mars",APT.,202510
111508,BOYNEXTDOOR,오늘만 I LOVE YOU,202510
111509,IVE (아이브),IVE EMPATHY,202510
111700,G-Dragon,Ubermensch,202511
111701,조째즈,모르시나요,202511
111702,제니 (JENNIE),Ruby,202511
111703,G-Dragon,HOME SWEET HOME,202511
111704,IVE (아이브),IVE EMPATHY,202511
111705,WOODZ (조승연),OO-LI,202511
111706,황가람,나는 반딧불,202511
111707,aespa,Whiplash - The 5th Mini Album,202511
111708,BOYNEXTDOOR,오늘만 I LOVE YOU,202511
111709,"로제 (ROSE), Bruno Mars",APT.,202511
111900,G-Dragon,Ubermensch,202512
111901,조째즈,모르시나요,202512
111902,제니 (JENNIE),Ruby,202512
111903,WOODZ (조승연),OO-LI,202512
111904,G-Dragon,HOME SWEET HOME,202512
111905,황가람,나는 반딧불,202512
111906,IVE (아이브),IVE EMPATHY,202512
111907,aespa,Whiplash - The 5th Mini Album,202512
111908,BOYNEXTDOOR,오늘만 I LOVE YOU,202512
