,artist,album,YYYYNN
0,"가인, 조권",우리 사랑하게 됐어요,201001
1,이승기,Shadow (Repackage),201001
2,거미,크리스마스에 눈이 올까요? OST,201001
3,티아라 (T-ara),Absolute First Album,201001
4,지아 (Zia),Atelier,201001
5,애프터스쿨 (After School),너 때문에,201001
6,윤하,3rd Album Part B - Growing Season,201001
7,쥬얼리 (Jewelry),End And.. (Repackage),201001
8,길미,The 2nd Purple Dream Sound,201001
9,티아라 (T-ara),Absolute First Album,201001
100,"가인, 조권",우리 사랑하게 됐어요,201002
101,이승기,Shadow (Repackage),201002
102,거미,크리스마스에 눈이 올까요? OST,201002
103,티아라 (T-ara),Absolute First Album,201002
104,지아 (Zia),Atelier,201002
105,애프터스쿨 (After School),너 때문에,201002
106,윤하,3rd Album Part B - Growing Season,201002
107,쥬얼리 (Jewelry),End And.. (Repackage),201002
108,길미,The 2nd Purple Dream Sound,201002
109,티아라 (T-ara),Absolute First Album,201002
200,"가인, 조권",우리 사랑하게 됐어요,201003
201,현아 (HyunA),Change,201003
202,거미,크리스마스에 눈이 올까요? OST,201003
203,이승기,Shadow (Repackage),201003
204,길미,The 2nd Purple Dream Sound,201003
205,지아 (Zia),Atelier,201003
206,티아라 (T-ara),Absolute First Album,201003
207,김우주,사랑해,201003
208,김남길,사랑하면 안 되니,201003
209,포맨 (4Men),First Kiss,201003
300,"가인, 조권",우리 사랑하게 됐어요,201004
301,현아 (HyunA),Change,201004
302,"아이유 (IU), 나윤권",첫사랑이죠,201004
303,길미,The 2nd Purple Dream Sound,201004
304,씨엔블루 (CNBLUE),Bluetory,201004
305,"씨야 (SeeYa), 다비치, 티아라",원더우먼,201004
306,임재범,추노 OST,201004
307,이승기,Shadow (Repackage),201004
308,거미,크리스마스에 눈이 올까요? OST,201004
309,김남길,사랑하면 안 되니,201004
400,2am,죽어도 못 보내,201005
401,씨엔블루 (CNBLUE),Bluetory,201005
402,포맨 (4MEN),The 3rd Generation (Special Album),201005
403,"가인, 조권",우리 사랑하게 됐어요,201005
404,2am,죽어도 못 보내,201005
405,현아 (HyunA),Change,201005
406,"씨야 (SeeYa), 다비치, 티아라",원더우먼,201005
407,지연 (티아라),공부의 신 OST,201005
408,"아이유 (IU), 나윤권",첫사랑이죠,201005
409,이승기,Shadow (Repackage),201005
500,2am,죽어도 못 보내,201006
501,소녀시대,Oh!,201006
502,씨엔블루 (CNBLUE),Bluetory,201006
503,2am,죽어도 못 보내,201006
504,포맨 (4MEN),The 3rd Generation (Special Album),201006
505,이승기,Shadow (Repackage),201006
506,대성,솜사탕,201006
507,"가인, 조권",우리 사랑하게 됐어요,201006
508,"씨야 (SeeYa), 다비치, 티아라",원더우먼,201006
509,현아 (HyunA),Change,201006
600,소녀시대,Oh!,201007
601,2am,죽어도 못 보내,201007
602,씨엔블루 (CNBLUE),Bluetory,201007
603,2am,죽어도 못 보내,201007
604,이승기,Shadow (Repackage),201007
605,대성,솜사탕,201007
606,소녀시대,`Run Devil Run` The 2nd Album Repackage,201007
607,"씨야 (SeeYa), 다비치, 티아라",원더우먼,201007
608,포맨 (4MEN),The 3rd Generation (Special Album),201007
609,현아 (HyunA),Change,201007
700,2NE1 (투애니 원),날 따라 해봐요,201008
701,소녀시대,Oh!,201008
702,2am,죽어도 못 보내,201008
703,민경훈,재회 (再會),201008
704,씨엔블루 (CNBLUE),Bluetory,201008
705,언터쳐블 (Untouchable),Untouchable Mini Album 2nd,201008
706,김종국,Eleventh Story,201008
707,케이윌 (K.Will),산부인과 OST Part 1,201008
708,소녀시대,`Run Devil Run` The 2nd Album Repackage,201008
709,이승기,Shadow (Repackage),201008
800,카라 (KARA),루팡 (Lupin),201009
801,2NE1 (투애니 원),날 따라 해봐요,201009
802,소녀시대,Oh!,201009
803,2am,죽어도 못 보내,201009
804,민경훈,재회 (再會),201009
805,씨엔블루 (CNBLUE),Bluetory,201009
806,언터쳐블 (Untouchable),Untouchable Mini Album 2nd,201009
807,이승기,Shadow (Repackage),201009
808,포맨 (4MEN),The 3rd Generation (Special Album),201009
809,BIGBANG (빅뱅),Lollipop Part 2,201009
900,카라 (KARA),루팡 (Lupin),201010
901,티아라 (T-ara),Breaking Heart (Repackage),201010
902,BIGBANG (빅뱅),Lollipop Part 2,201010
903,조PD,보란듯이,201010
904,빅마마 (BigMama),하루만,201010
905,민경훈,재회 (再會),201010
906,2NE1 (투애니 원),날 따라 해봐요,201010
907,소녀시대,Oh!,201010
908,2am,죽어도 못 보내,201010
909,언터쳐블 (Untouchable),Untouchable Mini Album 2nd,201010
1000,티아라 (T-ara),Breaking Heart (Repackage),201011
1001,카라 (KARA),루팡 (Lupin),201011
1002,비스트 (Beast),Shock Of The New Era,201011
1003,아웃사이더,주변인 : The Outsider,201011
1004,V.O.S,This Is Voice Of Soul,201011
1005,BIGBANG (빅뱅),Lollipop Part 2,201011
1006,"MC몽, 서인영",조영수 All Star 2.5,201011
1007,빅마마 (BigMama),하루만,201011
1008,포맨 (4MEN),The 3rd Generation (Special Album),201011
1009,민경훈,재회 (再會),201011
1100,티아라 (T-ara),Breaking Heart (Repackage),201012
1101,카라 (KARA),루팡 (Lupin),201012
1102,"MC몽, 서인영",조영수 All Star 2.5,201012
1103,비스트 (Beast),Shock Of The New Era,201012
1104,아웃사이더,주변인 : The Outsider,201012
1105,V.O.S,This Is Voice Of Soul,201012
1106,디셈버 (December),Honesty,201012
1107,BIGBANG (빅뱅),Lollipop Part 2,201012
1108,포맨 (4MEN),The 3rd Generation (Special Album),201012
1109,소녀시대,Oh!,201012
1200,소녀시대,`Run Devil Run` The 2nd Album Repackage,201013
1201,2am,잘못했어,201013
1202,케이윌 (K.Will),가슴이 뛴다 (EP),201013
1203,마이티마우스 & 백지영,사랑이올까요,201013
1204,"MC몽, 서인영",조영수 All Star 2.5,201013
1205,티아라 (T-ara),Breaking Heart (Repackage),201013
1206,디셈버 (December),Honesty,201013
1207,에픽하이 (EPIK HIGH),Epilogue,201013
1208,정인,정인 From Andromeda,201013
1209,카라 (KARA),루팡 (Lupin),201013
1300,소녀시대,`Run Devil Run` The 2nd Album Repackage,201014
1301,2am,잘못했어,201014
1302,브라운 아이드 소울 (Brown Eyed Soul),비켜줄께 / Blowin My Mind,201014
1303,애프터스쿨 (After School),Bang!,201014
1304,케이윌 (K.Will),가슴이 뛴다 (EP),201014
1305,빅마마 (BigMama),5,201014
1306,티아라 (T-ara),Breaking Heart (Repackage),201014
1307,마이티마우스 & 백지영,사랑이올까요,201014
1308,"MC몽, 서인영",조영수 All Star 2.5,201014
1309,카라 (KARA),루팡 (Lupin),201014
1400,비 (Rain),Back To The Basic,201015
1401,애프터스쿨 (After School),Bang!,201015
1402,브라운 아이드 소울 (Brown Eyed Soul),비켜줄께 / Blowin My Mind,201015
1403,소녀시대,`Run Devil Run` The 2nd Album Repackage,201015
1404,2am,잘못했어,201015
1405,지아 (Zia),나쁜 버릇 (Digital Single),201015
1406,윤하,Lost In Love,201015
1407,G-Dragon,Shine A Light (Live),201015
1408,케이윌 (K.Will),가슴이 뛴다 (EP),201015
1409,빅마마 (BigMama),5,201015
1500,이효리,H-Logic,201016
1501,비 (Rain),Back To The Basic,201016
1502,애프터스쿨 (After School),Bang!,201016
1503,윤하,Lost In Love,201016
1504,시크릿 (Secret),Secret Time,201016
1505,씨야 (SeeYa),개인의 취향 OST,201016
1506,소녀시대,`Run Devil Run` The 2nd Album Repackage,201016
1507,브라운 아이드 소울 (Brown Eyed Soul),비켜줄께 / Blowin My Mind,201016
1508,주 (Joo),신데렐라 언니 OST,201016
1509,2am,잘못했어,201016
1600,이효리,H-Logic,201017
1601,시크릿 (Secret),Secret Time,201017
1602,씨야 (SeeYa),개인의 취향 OST,201017
1603,비 (Rain),Back To The Basic,201017
1604,이효리,H-Logic,201017
1605,비 (Rain),Back To The Basic,201017
1606,이효리,H-Logic,201017
1607,이효리,H-Logic,201017
1608,애프터스쿨 (After School),Bang!,201017
1609,예성 (YESUNG),신데렐라 언니 OST,201017
1700,2PM,Don`t Stop Can`t Stop,201018
1701,이효리,H-Logic,201018
1702,먼데이 키즈 (Monday Kiz),New Sentimental,201018
1703,2am,개인의 취향 OST,201018
1704,김태우,개인의 취향 OST Part 4,201018
1705,예성 (YESUNG),신데렐라 언니 OST,201018
1706,씨야 (SeeYa),개인의 취향 OST,201018
1707,시크릿 (Secret),Secret Time,201018
1708,비 (Rain),Back To The Basic,201018
1709,현아 & 낯선,E-TRIBE Project Album (201004),201018
1800,"서영은, 정엽",With,201019
1801,먼데이 키즈 (Monday Kiz),New Sentimental,201019
1802,거미,사랑은 없다,201019
1803,2am,개인의 취향 OST,201019
1804,2PM,Don`t Stop Can`t Stop,201019
1805,임재범,사랑에 아파한 날들,201019
1806,이효리,H-Logic,201019
1807,바비 킴 (Bobby Kim),Heart & Soul Repakage Special Edition 'Photo Essay',201019
1808,이석훈,인사,201019
1809,예성 (YESUNG),신데렐라 언니 OST,201019
1900,f(x),`NU 예삐오 (NU ABO)` (The 1st Mini Album),201020
1901,"서영은, 정엽",With,201020
1902,뜨거운 감자,5집 시소,201020
1903,거미,Loveless (EP),201020
1904,서인국,Just Beginning,201020
1905,다비치,Innocence,201020
1906,2PM,Don`t Stop Can`t Stop,201020
1907,먼데이 키즈 (Monday Kiz),New Sentimental,201020
1908,2am,개인의 취향 OST,201020
1909,거미,사랑은 없다,201020
2000,다비치,Innocence,201021
2001,서인국,Just Beginning,201021
2002,f(x),`NU 예삐오 (NU ABO)` (The 1st Mini Album),201021
2003,뜨거운 감자,5집 시소,201021
2004,브라운 아이드 소울 (Brown Eyed Soul),Browneyed Soul,201021
2005,다비치,Innocence,201021
2006,에이트 (8eight),The Bridge,201021
2007,슈퍼주니어 (Super Junior),`미인아 (BONAMANA)` The 4th Album,201021
2008,"서영은, 정엽",With,201021
2009,씨엔블루 (CNBLUE),Bluelove (EP),201021
2100,원더걸스 (Wonder Girls),2 Different Tears,201022
2101,바이브 (Vibe),4집 Vibe In Praha,201022
2102,다비치,Innocence,201022
2103,f(x),`NU 예삐오 (NU ABO)` (The 1st Mini Album),201022
2104,포미닛 (4minute),Hit Your Heart,201022
2105,엠블랙 (MBLAQ),Y (EP),201022
2106,뜨거운 감자,5집 시소,201022
2107,슈퍼주니어 (Super Junior),`미인아 (BONAMANA)` The 4th Album,201022
2108,디셈버 (December),A Story To The Sky,201022
2109,서인국,Just Beginning,201022
2200,원더걸스 (Wonder Girls),2 Different Tears,201023
2201,씨엔블루 (CNBLUE),Bluelove (EP),201023
2202,포미닛 (4minute),Hit Your Heart,201023
2203,다비치,Innocence,201023
2204,엠블랙 (MBLAQ),Y (EP),201023
2205,뜨거운 감자,5집 시소,201023
2206,f(x),`NU 예삐오 (NU ABO)` (The 1st Mini Album),201023
2207,바이브 (Vibe),4집 Vibe In Praha,201023
2208,슈퍼주니어 (Super Junior),`미인아 (BONAMANA)` The 4th Album,201023
2209,서인국,Just Beginning,201023
2300,원더걸스 (Wonder Girls),2 Different Tears,201024
2301,씨엔블루 (CNBLUE),Bluelove (EP),201024
2302,포미닛 (4minute),Hit Your Heart,201024
2303,다비치,Innocence,201024
2304,엠블랙 (MBLAQ),Y (EP),201024
2305,화요비,Hwayobi,201024
2306,f(x),`NU 예삐오 (NU ABO)` (The 1st Mini Album),201024
2307,뜨거운 감자,5집 시소,201024
2308,슈퍼주니어 (Super Junior),`미인아 (BONAMANA)` The 4th Album,201024
2309,서인영,Lov-Elly (EP),201024
2400,"아이유 (IU), 슬옹 (2am)",잔소리,201025
2401,원더걸스 (Wonder Girls),2 Different Tears,201025
2402,씨엔블루 (CNBLUE),Bluelove (EP),201025
2403,서인영,Lov-Elly (EP),201025
2404,포미닛 (4minute),Hit Your Heart,201025
2405,다비치,Innocence,201025
2406,코요태(KYT),코요태 어글리 (Koyote Ugly),201025
2407,엠블랙 (MBLAQ),Y (EP),201025
2408,뜨거운 감자,5집 시소,201025
2409,화요비,Hwayobi,201025
2500,"아이유 (IU), 슬옹 (2am)",잔소리,201026
2501,씨엔블루 (CNBLUE),Bluelove (EP),201026
2502,원더걸스 (Wonder Girls),2 Different Tears,201026
2503,서인영,Lov-Elly (EP),201026
2504,포미닛 (4minute),Hit Your Heart,201026
2505,다비치,Innocence,201026
2506,화요비,Hwayobi,201026
2507,엠블랙 (MBLAQ),Y (EP),201026
2508,디셈버 (December),A Story To The Sky,201026
2509,뜨거운 감자,5집 시소,201026
2600,"아이유 (IU), 슬옹 (2am)",잔소리,201027
2601,T.O.P,GD & TOP 정규앨범 1집,201027
2602,MC몽,블루브랜드 2집 Trauma Part 2,201027
2603,나비 (Navi),1집 Hello,201027
2604,씨엔블루 (CNBLUE),Bluelove (EP),201027
2605,원더걸스 (Wonder Girls),2 Different Tears,201027
2606,서인영,Lov-Elly (EP),201027
2607,씨스타 (Sistar),Push Push,201027
2608,포미닛 (4minute),Hit Your Heart,201027
2609,화요비,Hwayobi,201027
2700,MC몽,블루브랜드 2집 Trauma Part 2,201028
2701,"아이유 (IU), 슬옹 (2am)",잔소리,201028
2702,조권,고백하던 날,201028
2703,백지영,Timeless : The Best,201028
2704,T.O.P,GD & TOP 정규앨범 1집,201028
2705,서인영,Lov-Elly (EP),201028
2706,태양,Solar,201028
2707,나비 (Navi),1집 Hello,201028
2708,환희,로드넘버원OST Part 1,201028
2709,씨스타 (Sistar),Push Push,201028
2800,miss A,Bad But Good,201029
2801,MC몽,블루브랜드 2집 Trauma Part 2,201029
2802,조권,고백하던 날,201029
2803,태양,Solar,201029
2804,"아이유 (IU), 슬옹 (2am)",잔소리,201029
2805,나르샤 (브라운 아이드 걸스),NARSHA (EP),201029
2806,손담비,the queen (THE 3RD MINI ALBUM SONDAMBI),201029
2807,백지영,Timeless : The Best,201029
2808,씨스타 (Sistar),Push Push,201029
2809,T.O.P,GD & TOP 정규앨범 1집,201029
2900,miss A,Bad But Good,201030
2901,MC몽,블루브랜드 2집 Trauma Part 2,201030
2902,손담비,the queen (THE 3RD MINI ALBUM SONDAMBI),201030
2903,박재범,믿어줄래 [EP],201030
2904,태양,Solar,201030
2905,나르샤,NARSHA (EP),201030
2906,조권,고백하던 날,201030
2907,"아이유 (IU), 슬옹 (2am)",잔소리,201030
2908,포미닛 (4minute),Hit Your Heart,201030
2909,아이유 (IU),로드넘버원 OST Part 3,201030
3000,miss A,Bad But Good,201031
3001,샤이니 (SHINee),The 2nd Album 'LUCIFER',201031
3002,지나(G.NA),Draw G`s First Breath,201031
3003,MC몽,블루브랜드 2집 Trauma Part 2,201031
3004,손담비,the queen (THE 3RD MINI ALBUM SONDAMBI),201031
3005,아이유 (IU),로드넘버원 OST Part 3,201031
3006,태양,Solar,201031
3007,박재범,믿어줄래 [EP],201031
3008,포미닛 (4minute),Hit Your Heart,201031
3009,"아이유 (IU), 슬옹 (2am)",잔소리,201031
3100,miss A,Bad But Good,201032
3101,지나(G.NA),Draw G`s First Breath,201032
3102,샤이니 (SHINee),The 2nd Album 'LUCIFER',201032
3103,MC몽,블루브랜드 2집 Trauma Part 2,201032
3104,세븐,Digital Bounce (EP),201032
3105,손담비,the queen (THE 3RD MINI ALBUM SONDAMBI),201032
3106,DJ DOC,7집 풍류,201032
3107,창민＆이현 (HOMME),Homme by `Hitman` Bang,201032
3108,태양,Solar,201032
3109,포미닛 (4minute),Hit Your Heart,201032
3200,DJ DOC,7집 풍류,201033
3201,창민＆이현 (HOMME),Homme by `Hitman` Bang,201033
3202,다비치,조영수 All Star - 다비치,201033
3203,보아 (BoA),‘Hurricane Venus’ BoA 6th Album,201033
3204,miss A,Bad But Good,201033
3205,보아 (BoA),‘Hurricane Venus’ BoA 6th Album,201033
3206,DJ DOC,풍류,201033
3207,샤이니 (SHINee),The 2nd Album 'LUCIFER',201033
3208,지나(G.NA),Draw G`s First Breath,201033
3209,세븐,Digital Bounce (EP),201033
3300,창민＆이현 (HOMME),Homme by `Hitman` Bang,201034
3301,DJ DOC,7집 풍류,201034
3302,보아 (BoA),‘Hurricane Venus’ BoA 6th Album,201034
3303,지아 (Zia),Difference (EP),201034
3304,박재범 ＆ 용감한형제,The Classic,201034
3305,이승기,내 여자친구는 구미호 OST,201034
3306,다비치,조영수 All Star - 다비치,201034
3307,miss A,Bad But Good,201034
3308,서인국,애기야,201034
3309,샤이니 (SHINee),The 2nd Album 'LUCIFER',201034
3400,시크릿 (Secret),Madonna (EP),201035
3401,창민＆이현 (HOMME),Homme by `Hitman` Bang,201035
3402,DJ DOC,7집 풍류,201035
3403,보아 (BoA),‘Hurricane Venus’ BoA 6th Album,201035
3404,이승기,내 여자친구는 구미호 OST,201035
3405,지아 (Zia),Difference (EP),201035
3406,다비치,조영수 All Star - 다비치,201035
3407,miss A,Bad But Good,201035
3408,박재범 ＆ 용감한형제,The Classic,201035
3409,서인국,애기야,201035
3500,창민＆이현 (HOMME),Homme by `Hitman` Bang,201036
3501,시크릿 (Secret),Madonna (EP),201036
3502,박효신,아테나 OST Part 1,201036
3503,DJ DOC,7집 풍류,201036
3504,이승기,내 여자친구는 구미호 OST,201036
3505,나르샤,맘마미아,201036
3506,보아 (BoA),‘Hurricane Venus’ BoA 6th Album,201036
3507,FTISLAND (FT아일랜드),Beautiful Journey,201036
3508,다비치,조영수 All Star - 다비치,201036
3509,레인보우 (Rainbow),A,201036
3600,FTISLAND (FT아일랜드),Beautiful Journey,201037
3601,포맨 (4Men),You,201037
3602,휘성,RealSlow Is Back,201037
3603,씨스타 (Sistar),가식걸,201037
3604,창민＆이현 (HOMME),Homme by `Hitman` Bang,201037
3605,시크릿 (Secret),Madonna (EP),201037
3606,박효신,아테나 OST Part 1,201037
3607,DJ DOC,7집 풍류,201037
3608,레인보우 (Rainbow),A,201037
3609,이승기,내 여자친구는 구미호 OST,201037
3700,"슈프림팀, 영준 (브라운 아이드 소울)",Ames Room (EP),201038
3701,FTISLAND (FT아일랜드),Beautiful Journey,201038
3702,2NE1 (투애니 원),1집 To Anyone,201038
3703,포맨 (4Men),You,201038
3704,휘성,RealSlow Is Back,201038
3705,씨스타 (Sistar),가식걸,201038
3706,2NE1 (투애니 원),1집 To Anyone,201038
3707,2NE1 (투애니 원),1집 To Anyone,201038
3708,2NE1 (투애니 원),1집 To Anyone,201038
3709,창민＆이현 (HOMME),Homme by `Hitman` Bang,201038
3800,2NE1 (투애니 원),1집 To Anyone,201039
3801,2NE1 (투애니 원),1집 To Anyone,201039
3802,2NE1 (투애니 원),1집 To Anyone,201039
3803,2NE1 (투애니 원),1집 To Anyone,201039
3804,미스에스 (Miss $),Miss Independent,201039
3805,"슈프림팀, 영준 (브라운 아이드 소울)",Ames Room (EP),201039
3806,임정희,진짜일 리 없어 (EP),201039
3807,FTISLAND (FT아일랜드),Beautiful Journey,201039
3808,박효신,Gift (Part 2),201039
3809,휘성,RealSlow Is Back,201039
3900,2NE1 (투애니 원),1집 To Anyone,201040
3901,2NE1 (투애니 원),1집 To Anyone,201040
3902,임정희,진짜일 리 없어 (EP),201040
3903,이승기,지금부터 사랑해,201040
3904,2NE1 (투애니 원),1집 To Anyone,201040
3905,정엽,Love You,201040
3906,JYJ,성균관 스캔들 OST,201040
3907,"슈프림팀, 영준 (브라운 아이드 소울)",Ames Room (EP),201040
3908,FTISLAND (FT아일랜드),Beautiful Journey,201040
3909,비스트 (Beast),Mastermind,201040
4000,"성시경, 아이유 (IU)",그대네요,201041
4001,miss A,Step Up,201041
4002,2NE1 (투애니 원),1집 To Anyone,201041
4003,비스트 (Beast),Mastermind,201041
4004,2NE1 (투애니 원),1집 To Anyone,201041
4005,임정희,진짜일 리 없어 (EP),201041
4006,이승기,지금부터 사랑해,201041
4007,2NE1 (투애니 원),1집 To Anyone,201041
4008,정엽,Love You,201041
4009,JYJ,성균관 스캔들 OST,201041
4100,"슈프림팀, 영준 (브라운 아이드 소울)",Ames Room,201042
4101,miss A,Step Up,201042
4102,"성시경, 아이유 (IU)",그대네요,201042
4103,비스트 (Beast),Mastermind,201042
4104,임정희,진짜일 리 없어 (EP),201042
4105,2NE1 (투애니 원),1집 To Anyone,201042
4106,샤이니 (SHINee),'Hello' SHINee The 2nd Album Repackage,201042
4107,2NE1 (투애니 원),1집 To Anyone,201042
4108,임정희,진짜일 리 없어 (EP),201042
4109,가인,step 2/4 (EP),201042
4200,가인,step 2/4 (EP),201043
4201,"슈프림팀, 영준 (브라운 아이드 소울)",Ames Room,201043
4202,강승윤,슈퍼스타K2 Up To 11,201043
4203,2PM,Still 2:00pm (EP),201043
4204,신승훈,20th Anniversary - Best Collection & Tribute Album,201043
4205,거미,대물 OST Part 1,201043
4206,miss A,Step Up,201043
4207,비스트 (Beast),Mastermind,201043
4208,2NE1 (투애니 원),1집 To Anyone,201043
4209,"성시경, 아이유 (IU)",그대네요,201043
4300,강승윤,슈퍼스타K2 Up To 11,201044
4301,가인,step 2/4 (EP),201044
4302,"슈프림팀, 영준 (브라운 아이드 소울)",Ames Room,201044
4303,"지아 (Zia), 포맨 (4Men)","울고, 불고...",201044
4304,거미,대물 OST Part 1,201044
4305,2PM,Still 2:00pm (EP),201044
4306,miss A,Step Up,201044
4307,화요비,나 같은 여자 (EP),201044
4308,2NE1 (투애니 원),1집 To Anyone,201044
4309,비스트 (Beast),Mastermind,201044
4400,소녀시대,'훗(Hoot)' The 3rd Mini Album,201045
4401,2am,1집 Saint O`clock,201045
4402,강승윤,슈퍼스타K2 Up To 11,201045
4403,싸이 (Psy),5집 PsyFive (싸이파이브),201045
4404,2am,1집 Saint O`clock,201045
4405,장재인,슈퍼스타K2 Up To 11,201045
4406,"슈프림팀, 영준 (브라운 아이드 소울)",Ames Room,201045
4407,"지아 (Zia), 포맨 (4Men)","울고, 불고...",201045
4408,SG 워너비,SG Wannabe 7 Part 1,201045
4409,거미,대물 OST Part 1,201045
4500,2am,1집 Saint O`clock,201046
4501,소녀시대,'훗(Hoot)' The 3rd Mini Album,201046
4502,허각,언제나,201046
4503,강승윤,슈퍼스타K2 Up To 11,201046
4504,2am,1집 Saint O`clock,201046
4505,장재인,슈퍼스타K2 Up To 11,201046
4506,싸이 (Psy),5집 PsyFive (싸이파이브),201046
4507,"슈프림팀, 영준 (브라운 아이드 소울)",Ames Room,201046
4508,존 박,슈퍼스타K2 Up To 11,201046
4509,이정,Let`s Dance (EP),201046
4600,허각,언제나,201047
4601,2am,1집 Saint O`clock,201047
4602,소녀시대,'훗(Hoot)' The 3rd Mini Album,201047
4603,강승윤,슈퍼스타K2 Up To 11,201047
4604,싸이 (Psy),5집 PsyFive (싸이파이브),201047
4605,비스트 (Beast),Lights Go On Again,201047
4606,장재인,슈퍼스타K2 Up To 11,201047
4607,2am,1집 Saint O`clock,201047
4608,카라 (KARA),점핑 (Jumping),201047
4609,존 박,슈퍼스타K2 Up To 11,201047
4700,허각,언제나,201048
4701,백지영,시크릿 가든 OST Part 1,201048
4702,카라 (KARA),점핑 (Jumping),201048
4703,소녀시대,'훗(Hoot)' The 3rd Mini Album,201048
4704,2am,1집 Saint O`clock,201048
4705,더 원 (The One),4th Part 1... 다시 걷는다,201048
4706,비스트 (Beast),Lights Go On Again,201048
4707,강승윤,슈퍼스타K2 Up To 11,201048
4708,싸이 (Psy),5집 PsyFive (싸이파이브),201048
4709,장재인,슈퍼스타K2 Up To 11,201048
4800,더 원 (The One),4th Part 1... 다시 걷는다,201049
4801,백지영,시크릿 가든 OST Part 1,201049
4802,허각,언제나,201049
4803,브라운 아이드 소울 (Brown Eyed Soul),Browneyed Soul,201049
4804,오렌지 캬라멜 (Orange Caramel),아잉♡ (EP),201049
4805,카라 (KARA),점핑 (Jumping),201049
4806,소녀시대,'훗(Hoot)' The 3rd Mini Album,201049
4807,티아라 (T-ara),Vol.2 Temptastic,201049
4808,2am,1집 Saint O`clock,201049
4809,허각,허각 1st 미니앨범 (EP),201049
4900,브라운 아이드 소울 (Brown Eyed Soul),Browneyed Soul,201050
4901,백지영,시크릿 가든 OST Part 1,201050
4902,신용재,시크릿 가든 OST Special,201050
4903,티아라 (T-ara),Vol.2 Temptastic,201050
4904,더 원 (The One),4th Part 1... 다시 걷는다,201050
4905,지아 (Zia),겨울에 내리는 눈물 (EP),201050
4906,허각,언제나,201050
4907,"거미, 바비킴",러브 레시피,201050
4908,카라 (KARA),점핑 (Jumping),201050
4909,허각,허각 1st 미니앨범 (EP),201050
5000,아이유 (IU),Real,201051
5001,씨스타 (Sistar),니까짓게,201051
5002,브라운 아이드 소울 (Brown Eyed Soul),Browneyed Soul,201051
5003,티아라 (T-ara),Vol.2 Temptastic,201051
5004,티아라 (T-ara),Vol.2 Temptastic (EP),201051
5005,백지영,시크릿 가든 OST Part 1,201051
5006,신용재,시크릿 가든 OST Special,201051
5007,애프터스쿨 (After School),Happy Pledis 1st Album,201051
5008,더 원 (The One),4th Part 1... 다시 걷는다,201051
5009,이기찬,L. O. V. E,201051
5100,아이유 (IU),Real,201052
5101,태연 (TAEYEON),`사랑해요` 아테나 OST,201052
5102,씨스타 (Sistar),니까짓게,201052
5103,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201052
5104,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201052
5105,박효신,Gift (Part 2),201052
5106,아이유 (IU),Real,201052
5107,백지영,시크릿 가든 OST Part 1,201052
5108,아이유 (IU),Real,201052
5109,윤하,Lost In Love,201052
5200,아이유 (IU),Real,201101
5201,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201101
5202,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201101
5203,태연 (TAEYEON),`사랑해요` 아테나 OST,201101
5204,박효신,Gift (Part 2),201101
5205,씨스타 (Sistar),니까짓게,201101
5206,아이유 (IU),Real,201101
5207,백지영,시크릿 가든 OST Part 1,201101
5208,티아라 (T-ara),Vol.2 Temptastic,201101
5209,티아라 (T-ara),Vol.2 Temptastic (EP),201101
5300,아이유 (IU),Real,201102
5301,성시경,시크릿 가든 OST Special,201102
5302,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201102
5303,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201102
5304,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201102
5305,태연 (TAEYEON),`사랑해요` 아테나 OST,201102
5306,박효신,Gift (Part 2),201102
5307,백지영,시크릿 가든 OST Part 1,201102
5308,씨스타 (Sistar),니까짓게,201102
5309,지아 (Zia),겨울에 내리는 눈물,201102
5400,아이유 (IU),Real,201103
5401,성시경,시크릿 가든 OST Special,201103
5402,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201103
5403,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201103
5404,동방신기,왜 (Keep Your Head Down),201103
5405,현빈,시크릿 가든 OST Part 5,201103
5406,주 (Joo),Heartmade (EP),201103
5407,아이유 (IU),드림하이 OST,201103
5408,백지영,시크릿 가든 OST Part 1,201103
5409,박효신,Gift (Part 2),201103
5500,현빈,시크릿 가든 OST Part 5,201104
5501,시크릿 (Secret),샤이보이 (Shy Boy),201104
5502,아이유 (IU),드림하이 OST,201104
5503,아이유 (IU),Real,201104
5504,주 (Joo),Heartmade (EP),201104
5505,성시경,시크릿 가든 OST Special,201104
5506,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201104
5507,"GD, TOP  (빅뱅)",GD & TOP 정규앨범 1집,201104
5508,동방신기,왜 (Keep Your Head Down),201104
5509,백지영,시크릿 가든 OST Part 1,201104
5600,정용화(Jung Yong Hwa),처음 사랑하는 연인들을 위해 (부제 반말송),201105
5601,현빈,시크릿 가든 OST Part 5,201105
5602,오스카,시크릿 가든 OST Special,201105
5603,시크릿 (Secret),샤이보이 (Shy Boy),201105
